class,cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.color,ring.number,ring.type,spore.print.color,population,habitat
edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,woods
edible,flat,scaly,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods
poisonous,bell,scaly,white,yes,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses
edible,convex,scaly,cinnamon,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,white,several,paths
edible,flat,fibrous,brown,no,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,urban
poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,woods
poisonous,convex,smooth,pink,no,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,brown,scattered,woods
poisonous,convex,smooth,gray,yes,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban
poisonous,convex,smooth,gray,no,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods
poisonous,flat,scaly,brown,yes,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,urban
edible,flat,smooth,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,scaly,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,brown,solitary,woods
edible,convex,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
edible,bell,smooth,white,yes,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
edible,flat,scaly,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,black,several,woods
edible,convex,scaly,brown,yes,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,solitary,paths
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,paths
edible,flat,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,abundant,grasses
poisonous,convex,smooth,buff,yes,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
edible,flat,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
edible,flat,fibrous,brown,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,abundant,grasses
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,woods
edible,convex,smooth,white,yes,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
edible,convex,scaly,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,black,several,woods
edible,flat,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,grasses
edible,flat,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,paths
edible,convex,scaly,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,brown,several,woods
edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods
edible,flat,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,brown,several,woods
poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,grasses
poisonous,convex,smooth,white,no,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,brown,scattered,woods
edible,flat,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,abundant,grasses
edible,bell,smooth,yellow,yes,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
edible,flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,several,woods
edible,convex,scaly,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods
edible,flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
edible,convex,scaly,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods
poisonous,conical,scaly,yellow,no,none,free,crowded,narrow,yellow,enlarging,club,scaly,scaly,yellow,yellow,yellow,one,evanescent,white,clustered,leaves
edible,flat,fibrous,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,scaly,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,solitary,woods
edible,flat,fibrous,brown,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,several,woods
edible,convex,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,grasses
edible,convex,smooth,white,yes,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,several,woods
edible,convex,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,white,yes,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
poisonous,flat,smooth,buff,yes,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,grasses
edible,flat,scaly,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,solitary,woods
poisonous,convex,smooth,brown,yes,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,grasses
poisonous,convex,smooth,white,yes,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
edible,flat,scaly,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
edible,bell,scaly,yellow,yes,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
edible,convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,abundant,grasses
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,smooth,brown,yes,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,flat,fibrous,cinnamon,no,none,free,crowded,narrow,white,enlarging,bulbous,smooth,fibrous,white,brown,white,one,evanescent,white,several,leaves
edible,convex,fibrous,gray,no,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
poisonous,convex,scaly,brown,yes,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
edible,flat,scaly,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,black,several,woods
poisonous,convex,smooth,brown,yes,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,grasses
edible,convex,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,scattered,grasses
edible,bell,smooth,yellow,yes,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
edible,convex,smooth,white,yes,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
edible,bell,scaly,white,yes,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,grasses
edible,convex,fibrous,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,black,solitary,woods
edible,convex,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,grasses
edible,flat,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,brown,several,woods
poisonous,convex,smooth,buff,yes,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
edible,convex,scaly,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods
edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,brown,solitary,woods
edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,black,several,woods
edible,convex,fibrous,gray,no,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,solitary,urban
poisonous,convex,smooth,brown,yes,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods
edible,flat,scaly,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,brown,several,woods
edible,convex,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,brown,solitary,woods
poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,woods
edible,convex,scaly,yellow,yes,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,solitary,paths
edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods
edible,bell,smooth,white,yes,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
edible,convex,smooth,yellow,yes,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
edible,flat,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,scaly,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,black,solitary,woods
edible,flat,smooth,gray,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,black,solitary,woods
edible,convex,fibrous,gray,no,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
poisonous,convex,fibrous,white,no,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,black,scattered,woods
edible,convex,scaly,white,yes,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,numerous,grasses
edible,flat,scaly,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,black,solitary,woods
edible,convex,scaly,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,black,several,woods
edible,flat,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
poisonous,convex,smooth,gray,no,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods
edible,convex,smooth,white,yes,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,paths
edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,several,woods
